Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 318i,2008,105 kW (143 CP),Benzina, 146.800 km,manuala,5.111 EUR (brut)
BMW 318 Gran Turismo,2015,105 kW (143 CP),Diesel, 126.000 km,automata,18.500 EUR (brut)
BMW 318d Limousine Vorteil zur Neuwagen-UPE 19.710EU,2018,110 kW (150 CP),Diesel, 20.783 km,automata,33.090 EUR (brut) 27.807 EUR (net)
BMW 320d xDrive Gran Turismo HiFi Xenon Pano.Dach,2015,135 kW (184 CP),Diesel, 118.874 km,automata,21.890 EUR (brut) 18.395 EUR (net)
BMW 320 d cat 2.0 163cv,2006,120 kW (163 CP),Diesel, 207.000 km,manuala,4.500 EUR (brut)
BMW 320 d Business Advantage auto,2016,140 kW (190 CP),Diesel, 196.459 km,automata,16.900 EUR (brut)
BMW 320d xDrive Gran Turismo EURO6 Sportpaket Head-U,2018,140 kW (190 CP),Diesel, 15.960 km,automata,43.504 EUR (brut) 36.558 EUR (net)
BMW 320d Gran Turismo Sport Line LED Navi RTTI,2018,140 kW (190 CP),Diesel, 17.743 km,automata,33.680 EUR (brut) 28.303 EUR (net)
BMW 318d Limousine Sport Line LED Navi Bus. Shz PDC,2016,110 kW (150 CP),Diesel, 89.464 km,manuala,18.680 EUR (brut) 15.697 EUR (net)
BMW 320d Gran Turismo Head-Up HiFi DAB Xenon RFK,2014,135 kW (184 CP),Diesel, 97.955 km,manuala,19.680 EUR (brut) 16.538 EUR (net)
BMW 320 i A Sport Line Navi LED HiFi SHZ Tempomat PD,2018,135 kW (184 CP),Benzina, 20.248 km,automata,28.775 EUR (brut) 24.181 EUR (net)
BMW 320 Gran Turismo d (Navi Klima Xenon PDC ALU),2014,135 kW (184 CP),Diesel, 107.121 km,manuala,20.950 EUR (brut) 17.605 EUR (net)
BMW 325 Gran Turismo dA Sport L (Navi Kurvenl. PDC),2016,160 kW (218 CP),Diesel, 188.663 km,automata,19.970 EUR (brut) 16.782 EUR (net)
BMW 320 d cat Eletta,2008,130 kW (177 CP),Diesel, 256.000 km,manuala,4.500 EUR (brut)
BMW 320d Gran Turismo M Sportpaket HK HiFi RFK USB,2015,135 kW (184 CP),Diesel, 163.181 km,automata,17.790 EUR (brut) 14.950 EUR (net)
BMW 320i GT Bluetooth Navi Klima PDC el. Fenster,2013,135 kW (184 CP),Benzina, 51.800 km,automata,21.930 EUR (brut)
BMW 320d xDrive Gran Turismo M Sportpaket HiFi Shz,2015,135 kW (184 CP),Diesel, 72.500 km,automata,26.910 EUR (brut) 22.613 EUR (net)
BMW 328i A Limousine Luxury Line Navi|HiFi|Xenon|Tem,2012,180 kW (245 CP),Benzina, 94.300 km,automata,20.640 EUR (brut)
BMW 318 d Sport,2013,105 kW (143 CP),Diesel, 115.383 km,manuala,13.990 EUR (brut)
BMW 320 d Gran Turismo Modern,2014,135 kW (184 CP),Diesel, 114.904 km,automata,18.990 EUR (brut)
BMW 320i Facelift Benzin Xenon/LED mit Navi Prof.,2010,125 kW (170 CP),Benzina, 185.000 km,manuala,9.500 EUR (brut)
BMW 325i,2008,160 kW (218 CP),Benzina, 169.000 km,manuala,10.500 EUR (brut)
BMW 316i Aut.,2013,100 kW (136 CP),Benzina, 65.000 km,automata,17.500 EUR (brut)
BMW 325d Leder Navi Prof. LED GSD H/K,2015,160 kW (218 CP),Diesel, 72.201 km,manuala,18.980 EUR (brut) 15.950 EUR (net)
BMW 320d xDrive Leder Navi Xenon Memory,2014,135 kW (184 CP),Diesel, 88.403 km,automata,15.980 EUR (brut) 13.429 EUR (net)
BMW 330dA Navi Xenon HuD Sportsitze,2014,190 kW (258 CP),Diesel, 123.846 km,automata,17.980 EUR (brut) 15.109 EUR (net)
BMW 320d Leder Navi Prof Xenon GSD Shz,2015,135 kW (184 CP),Diesel, 66.690 km,manuala,14.980 EUR (brut) 12.588 EUR (net)
BMW 316d** Euro5**Motor und Getriebe sind ...,2011,85 kW (116 CP),Diesel, 214.000 km,manuala,7.000 EUR (brut)
BMW 316e46,2005,85 kW (116 CP),Benzina, 122.300 km,automata,5.500 EUR (brut)
BMW 320i Limousine Xenon MFL PDC SHZ Schiebedach,2005,110 kW (150 CP),Benzina, 129.990 km,manuala,6.990 EUR (brut)
"BMW 330d xDrive Sportautomatik - M-Sport-Paket, weiÃŸ",2014,190 kW (258 CP),Diesel, 57.641 km,automata,33.500 EUR (brut)
"BMW 320 Automatik , Xenon, Sitzheizung, 18...",2005,110 kW (150 CP),Benzina, 109.583 km,automata,6.350 EUR (brut)
BMW 320d e90,2007,130 kW (177 CP),Diesel, 164.000 km,automata,4.499 EUR (brut)
BMW 316 (F30/F31) Business Advantage *LED*,2017,85 kW (116 CP),Diesel, 58.000 km,manuala,18.800 EUR (brut)
BMW 320i e90 (qualmt blau beim anfahren),2006,110 kW (150 CP),Benzina, 173.500 km,manuala,4.200 EUR (brut)
BMW 318i Aut.,2008,105 kW (143 CP),Benzina, 137.500 km,automata,9.999 EUR (brut)
BMW 320d xDrive Aut. Sport Line,2013,135 kW (184 CP),Diesel, 89.000 km,automata,20.300 EUR (brut)
"BMW 320d Aut. M Sport, Garantie vom BMW",2016,140 kW (190 CP),Diesel, 30.680 km,automata,26.300 EUR (brut)
BMW 320d Limousine luxury line Vollausstat...,2012,135 kW (184 CP),Diesel, 79.131 km,automata,16.499 EUR (brut)
"BMW 318 Gran Turismo >Sport Line NAVI+SHZ.+PDC+M 18""",2013,105 kW (143 CP),Diesel, 122.528 km,manuala,14.250 EUR (brut) 11.975 EUR (net)
BMW 328i xDrive Sport-Aut. Luxury Line,2016,180 kW (245 CP),Benzina, 52.500 km,automata,26.950 EUR (brut)
BMW 318d - 105KW - EURO5  & neuer Service !!!,2011,105 kW (143 CP),Diesel, 150.000 km,manuala,8.950 EUR (brut)
BMW 316d EfficientDynamics,2012,85 kW (116 CP),Diesel, 175.600 km,manuala,11.000 EUR (brut)
BMW 320d  Limo. Facelift **EURO 5*Automatik*Navi**,2009,130 kW (177 CP),Diesel, 200.000 km,automata,6.890 EUR (brut)
BMW 320D GrÃ¼n Metallic 177PS HU 08/2020,2008,130 kW (177 CP),Diesel, 180.000 km,manuala,5.500 EUR (brut)
BMW 320 Gran Turismo,2015,135 kW (184 CP),Benzina, 61.000 km,automata,26.000 EUR (brut)
BMW 325Diesel,2010,150 kW (204 CP),Diesel, 201.000 km,automata,14.990 EUR (brut)
"BMW 318i Liebhaberfzg, Red Line Unikat, Tasman",2009,105 kW (143 CP),Benzina, 140.025 km,manuala,8.950 EUR (brut)
BMW 335i Sportline,2014,225 kW (306 CP),Benzina, 132.000 km,automata,23.499 EUR (brut)
BMW 320i,2005,110 kW (150 CP),Benzina, 170.000 km,manuala,4.500 EUR (brut)
BMW 318 tds,2011,105 kW (143 CP),Diesel, 142.000 km,manuala,8.800 EUR (brut)
BMW 318i Edition II Shzg v/Klimaaut/ALU/PDC/RCD...,2010,105 kW (143 CP),Benzina, 51.551 km,manuala,9.990 EUR (brut)
BMW 316d,2012,85 kW (116 CP),Diesel, 176.000 km,manuala,11.000 EUR (brut)
BMW 320d Advantage Aut.,2018,140 kW (190 CP),Diesel, 4.279 km,automata,13.999 EUR (brut) 11.666 EUR (net)
BMW 318td compact,2005,85 kW (116 CP),Diesel, 361.340 km,manuala,2.500 EUR (brut)
BMW 320 xDrive Harm/Kard Navi M-Paket RF-Kamera,2014,135 kW (184 CP),Diesel, 57.000 km,automata,20.700 EUR (brut)
BMW 320i Advantage DAB BMW Live Cockpit Plus Navi,2019,135 kW (184 CP),Benzina,0 km,automata,49.059 EUR (brut) 41.226 EUR (net)
"BMW 325d  xDrive Sport-Aut. Sport Line Navi,Head-Up",2015,160 kW (218 CP),Diesel, 133.000 km,automata,23.500 EUR (brut)
BMW 340 M Sport/Performance/Kamera/Keyless/H&K/,2016,240 kW (326 CP),Benzina, 22.888 km,manuala,34.500 EUR (brut)
"BMW 320d xDrive Autom.""Modern Line"" Navi/Xenon/1.Hd.",2012,135 kW (184 CP),Diesel, 64.001 km,automata,15.500 EUR (brut)
BMW 318i TÃ¼v 11/2019 Parktronik-Hinten !FESTPREIS!,2006,95 kW (129 CP),Benzina, 142.800 km,manuala,3.999 EUR (brut)
BMW 330d GT 8RÃ„DER/ACC/SPORT AUTOMATIK/CAM/ GARANTIE,2014,190 kW (258 CP),Diesel, 94.650 km,automata,24.990 EUR (brut)
BMW 320d Lim.,2012,135 kW (184 CP),Diesel, 103.831 km,automata,18.450 EUR (brut)
BMW 320i Luxury-Line Head-up Bi-Xenon Navi Leder HUD,2012,135 kW (184 CP),Benzina, 99.923 km,automata,18.888 EUR (brut)
BMW 335i Bi-Turbo E90  fast wie M3  Tausch...,2009,225 kW (306 CP),Benzina, 94.320 km,automata,16.999 EUR (brut)
BMW 318 KLIMA*PDC*SITZHEIZUNG*KLIMA*STEUERKETTE NEU,2009,105 kW (143 CP),Benzina, 128.130 km,manuala,8.490 EUR (brut)
BMW 318i M Sportpaket*Aut.*RFK*LenkrHzg*HuD*DrivAss.,2016,100 kW (136 CP),Benzina, 34.760 km,automata,26.450 EUR (brut)
BMW 320d DPF,2007,130 kW (177 CP),Diesel, 175.000 km,manuala,6.450 EUR (brut)
BMW 320d,2012,135 kW (184 CP),Diesel, 130.250 km,manuala,14.600 EUR (brut)
BMW 318d DPF,2010,105 kW (143 CP),Diesel, 125.000 km,manuala,7.500 EUR (brut)
BMW 318i,2008,105 kW (143 CP),Benzina, 167.000 km,manuala,6.999 EUR (brut)
BMW 320d xDrive Advantage Navi Business Klimaaut. LM,2016,140 kW (190 CP),Diesel, 166.626 km,manuala,17.930 EUR (brut) 15.067 EUR (net)
BMW 318d Sport Line Navi Business Klimaaut. PDC RFT,2016,110 kW (150 CP),Diesel, 106.303 km,manuala,17.430 EUR (brut) 14.647 EUR (net)
BMW 318d Modern Line.Navi.Xenon.Teilleder,2012,105 kW (143 CP),Diesel, 144.000 km,manuala,14.500 EUR (brut)
BMW 318i AUTOMATIK & NAVI,2005,95 kW (129 CP),Benzina, 125.000 km,automata,6.980 EUR (brut)
"BMW 320i Leasing Gewerbe ab 379,- netto o.Anz. Navi",2019,135 kW (184 CP),Benzina,0 km,automata,43.639 EUR (brut) 36.671 EUR (net)
"BMW 330i Leasing Gewerbe ab 499,- netto o.Anz. HUD",2019,190 kW (258 CP),Benzina,0 km,automata,55.969 EUR (brut) 47.033 EUR (net)
BMW 320d xDrive Gran Turismo Leasing ab 399 EUR o,2018,140 kW (190 CP),Diesel, 9.346 km,automata,37.680 EUR (brut) 31.664 EUR (net)
BMW 320d DPF,2005,120 kW (163 CP),Diesel, 312.000 km,manuala,4.500 EUR (brut)
BMW 335 Gran Turismo SHZ*PDC*Xen*RS*Kamera*Sportsi.*,2013,225 kW (306 CP),Benzina, 66.932 km,automata,24.900 EUR (brut)
BMW 318i,2010,105 kW (143 CP),Benzina, 123.000 km,manuala,10.600 EUR (brut)
BMW 320D E90,2008,130 kW (177 CP),Diesel, 197.000 km,manuala,5.699 EUR (brut)
BMW 320d Sport Line,2016,140 kW (190 CP),Diesel, 47.000 km,manuala,23.700 EUR (brut)
BMW 320 320i Executive,2012,135 kW (184 CP),Benzina, 219.124 km,automata,10.750 EUR (brut)
BMW 330i,2009,200 kW (272 CP),Benzina, 195.000 km,manuala,12.300 EUR (brut)
BMW 340i Touring Luxury Line HUD AHK Pano AdapLED,2018,240 kW (326 CP),Benzina, 16.100 km,manuala,38.846 EUR (brut) 32.644 EUR (net)
BMW 320d DPF Aut.,2007,120 kW (163 CP),Diesel, 148.000 km,automata,6.450 EUR (brut)
BMW 318d Bluetooth Navi Klima PDC el. Fenster,2012,105 kW (143 CP),Diesel, 146.000 km,manuala,12.980 EUR (brut)
BMW 320i schwarz,2006,110 kW (150 CP),Benzina, 147.000 km,automata,7.500 EUR (brut)
"BMW 320d Aut. Luxury Line, Harman/Kardon, Stop&Go",2014,135 kW (184 CP),Diesel, 155.000 km,automata,16.800 EUR (brut)
"BMW 325i Nav,BiXe.,Kurvenl.,Temp.,Freispr.,Klima,PDC",2009,160 kW (218 CP),Benzina, 212.500 km,manuala,9.500 EUR (brut)
BMW 325d DPF,2011,150 kW (204 CP),Diesel, 203.259 km,manuala,8.750 EUR (brut)
BMW 320d xDrive Limousine Luxury Line,2019,140 kW (190 CP),Diesel,0 km,automata,53.863 EUR (brut) 45.263 EUR (net)
BMW 318i Comfort Paket PDC ALU SHZ  NAVI  2.Hd,2009,105 kW (143 CP),Benzina, 102.000 km,manuala,8.450 EUR (brut)
BMW 320d Aut. LEDER.NAVI-XENON-MFL-18 M -Sport-ALU,2012,135 kW (184 CP),Diesel, 70.000 km,automata,19.999 EUR (brut)
BMW 318d LUXURY*LEDER*HEAD-UP-DISPLAY*NAVI-BUSINESS,2015,105 kW (143 CP),Diesel, 136.970 km,automata,15.970 EUR (brut) 13.420 EUR (net)
BMW 320d Aut.,2014,135 kW (184 CP),Diesel, 50.834 km,automata,20.000 EUR (brut)
BMW 318i Aut.|Navi|Xenon|PDC|GSD|Garantie,2008,105 kW (143 CP),Benzina, 86.150 km,automata,10.850 EUR (brut)
BMW 318i Aut.,2008,105 kW (143 CP),Benzina, 195.000 km,automata,5.850 EUR (brut)
BMW 320d,2005,120 kW (163 CP),Diesel, 245.620 km,manuala,3.690 EUR (brut)
BMW 318i,2009,105 kW (143 CP),Benzina, 127.000 km,manuala,5.600 EUR (brut)
BMW 320d Sport Line,2012,135 kW (184 CP),Diesel, 149.000 km,manuala,12.900 EUR (brut)
BMW 320d GT *NAVI*LEDER*XEON*PANAROMA*EURO6,2016,140 kW (190 CP),Diesel, 146.000 km,manuala,22.999 EUR (brut) 19.327 EUR (net)
BMW 318i Scheckheft KLIMAAUT.PDC TEMP XEN ALU,2010,105 kW (143 CP),Benzina, 102.676 km,manuala,10.380 EUR (brut)
BMW 320i Limo,2005,110 kW (150 CP),Benzina, 175.400 km,manuala,4.200 EUR (brut)
BMW 318 318d KLIMATRONIK*NAVI*SITZG*PDC*,2008,105 kW (143 CP),Diesel, 151.000 km,manuala,5.990 EUR (brut)
BMW 320D Euro 5,2009,130 kW (177 CP),Diesel, 102.000 km,manuala,11.500 EUR (brut)
BMW 320i Lim. PDC EFH ALU SCHECKHEFT TÃœV NEU,2010,125 kW (170 CP),Benzina, 153.000 km,manuala,8.399 EUR (brut)
BMW 318i Automatik (neuer Motor),2008,105 kW (143 CP),Benzina, 114.500 km,automata,7.300 EUR (brut)
BMW 320d Lim. Navi Temp. SHZ PDCv+h Xenon Unfallfrei,2008,130 kW (177 CP),Diesel, 200.000 km,manuala,6.990 EUR (brut)
BMW 325 325d High Executive Schiebedach,2010,150 kW (204 CP),Diesel, 130.000 km,automata,9.902 EUR (brut)
BMW 328i Aut. Leder Alu Finanzierung,2014,180 kW (245 CP),Benzina, 81.500 km,automata,17.390 EUR (brut)
BMW 330i xDrive Leder-Braun NAVI-Prof. Glasdach,2009,200 kW (272 CP),Benzina, 170.061 km,manuala,11.497 EUR (brut)
BMW 340i xDrive Aut. M Sport,2017,240 kW (326 CP),Benzina, 5.860 km,automata,34.000 EUR (brut)
"BMW 318DA BERLINE *M-SPORT PACK*, AUTOM, NAVI, BT, X",2014,105 kW (143 CP),Diesel, 136.000 km,automata,16.900 EUR (brut) 13.967 EUR (net)
BMW 318i E90 Limousine,2006,95 kW (129 CP),Benzina, 141.899 km,manuala,6.000 EUR (brut)
BMW 320d Lim. NaviProf Temp SHZ PDCv+h Xenon 1-Hand,2011,135 kW (184 CP),Diesel, 137.000 km,manuala,10.790 EUR (brut)
BMW 320si M-Paket |173 PS| Navi | +Garantie,2006,127 kW (173 CP),Benzina, 148.000 km,manuala,8.099 EUR (brut)
BMW 318i M-Paket | Navi | Standhzg.| +Garantie,2007,95 kW (129 CP),Benzina, 121.500 km,manuala,8.990 EUR (brut)
"BMW 320i ,2te Hand, Scheckheftgepflegt,unfallfrei",2007,110 kW (150 CP),Benzina, 105.000 km,manuala,8.900 EUR (brut)
"BMW 320si Edition *Xenon,Leder,Dach,Navi*",2006,127 kW (173 CP),Benzina, 118.000 km,manuala,8.949 EUR (brut)
"BMW 320d E90 PDC,Klima,MFL,",2006,120 kW (163 CP),Diesel, 175.000 km,manuala,4.900 EUR (brut)
"BMW 318d E90 Lim. Klima,MFL,PDC",2007,90 kW (122 CP),Diesel, 180.000 km,manuala,4.850 EUR (brut)
BMW 330 Gran Turismo M-SPORTPAKET HUD+NAVI-PROF+PANO,2015,190 kW (258 CP),Diesel, 94.843 km,automata,26.600 EUR (brut) 22.353 EUR (net)
BMW 320d DPF,2008,130 kW (177 CP),Diesel, 190.196 km,manuala,6.000 EUR (brut)
BMW 325i,2006,160 kW (218 CP),Benzina, 130.000 km,manuala,9.800 EUR (brut)
"BMW 320 i EDE Luxury Line, NAVI Leder, Xenon, 2013",2013,125 kW (170 CP),Benzina, 217.383 km,manuala,11.650 EUR (brut)
BMW 318i,2008,105 kW (143 CP),Benzina, 118.600 km,manuala,8.700 EUR (brut)
BMW 320d xDrive Limousine Xenon Navi Prof. Tempomat,2015,135 kW (184 CP),Diesel, 75.122 km,automata,22.885 EUR (brut) 19.231 EUR (net)
"BMW 318i  KLI.AUT.SHZ.PDC.""18.ALU.STEUERKETTE.NEU*",2009,105 kW (143 CP),Benzina, 94.754 km,manuala,8.999 EUR (brut)
BMW 330d M-Performance 20 Zoll Headup Sport-Aut,2013,190 kW (258 CP),Diesel, 84.000 km,automata,27.100 EUR (brut)
BMW 320d*18 Zoll*Navi*Sitzhzg.*AHK*,2005,120 kW (163 CP),Diesel, 170.000 km,manuala,5.990 EUR (brut)
BMW 335 GT*Kamera 360*Panorama*Head Up*Xenon*VOLL*,2013,225 kW (306 CP),Benzina, 67.600 km,automata,26.499 EUR (brut)
BMW 320d- Navi/Xenon/Euro 4 - TÃœV  07.2019,2005,120 kW (163 CP),Diesel, 455.000 km,manuala,3.490 EUR (brut)
BMW 318d M-Paket / Xenon / Alcantara / Navi,2008,105 kW (143 CP),Diesel, 195.000 km,manuala,7.150 EUR (brut)
BMW 320d Limousine *KLIMA*TÃœV 03.2020*GEWERBE/EXPOR,2006,120 kW (163 CP),Diesel, 211.000 km,manuala,4.490 EUR (brut)
"BMW 320d Limo. Sport-Aut. Sport Line  M Lenkrad 19""",2016,140 kW (190 CP),Diesel, 37.500 km,automata,26.900 EUR (brut) 22.605 EUR (net)
BMW 325d Sport Line Navi Prof/LEDScheinwerfer/Kamera,2016,160 kW (218 CP),Diesel, 104.604 km,manuala,19.497 EUR (brut) 16.384 EUR (net)
BMW 320d * LEDER * NAVI * XENON * 184 PS,2011,135 kW (184 CP),Diesel, 167.000 km,manuala,8.999 EUR (brut)
BMW 320d MODERN Line AUTOMATIK XENON NAVI SCHIEBEDAC,2012,135 kW (184 CP),Diesel, 225.852 km,automata,10.950 EUR (brut)
BMW 318i,2005,95 kW (129 CP),Benzina, 160.000 km,manuala,5.500 EUR (brut)
BMW 320d Lim  Facelift**NAVI**TMP**MFL**,2008,130 kW (177 CP),Diesel, 197.560 km,manuala,5.600 EUR (brut)
BMW 320d Limousine Sport-Aut. Sport Line  M Lenkrad,2016,140 kW (190 CP),Diesel, 37.500 km,automata,25.850 EUR (brut) 21.723 EUR (net)
BMW 330 GT xDrive M-Sportpaket/Panorama-Dach/+,2014,190 kW (258 CP),Diesel, 106.000 km,automata,23.900 EUR (brut) 20.084 EUR (net)
BMW 318d/M SPORTPAKET/ALCANTARA/VOLL SHEFT/SHZ/PDC,2006,90 kW (122 CP),Diesel, 98.000 km,manuala,8.950 EUR (brut)
BMW 320i EfficientDynamicEdition Sport Line*CO2 127g,2014,125 kW (170 CP),Benzina, 116.976 km,automata,19.990 EUR (brut) 16.798 EUR (net)
BMW 320 Gran Turismo Aut. - 1 Hand - M Sportpaket //,2015,140 kW (190 CP),Diesel, 100.000 km,automata,19.900 EUR (brut)
BMW 335i xDrive  M-Paket Xenon Harman Navi PDC Leder,2011,225 kW (306 CP),Benzina, 136.000 km,manuala,18.490 EUR (brut)
BMW 320d DPF,2011,135 kW (184 CP),Diesel, 113.000 km,manuala,10.300 EUR (brut)
BMW 320i Gran Turismo Sport Line Navi Business AHK,2015,135 kW (184 CP),Benzina, 85.173 km,manuala,24.900 EUR (brut) 20.924 EUR (net)
BMW 318d xDrive Luxury Line Leder Navi LED Kamera,2017,110 kW (150 CP),Diesel, 13.490 km,manuala,28.850 EUR (brut) 24.244 EUR (net)
BMW 318d DPF,2007,90 kW (122 CP),Diesel, 203.000 km,manuala,5.000 EUR (brut)
BMW 330d DPF Edition Exclusive,2010,180 kW (245 CP),Diesel, 175.000 km,automata,13.500 EUR (brut)
BMW 320d M Sportpaket Navi Leder LED RFK  _GARANTIE_,2016,140 kW (190 CP),Diesel, 134.000 km,automata,20.950 EUR (brut) 17.605 EUR (net)
BMW 318i E90 - Motorschaden,2006,87 kW (118 CP),Benzina, 170.000 km,manuala,2.600 EUR (brut)
BMW 320d Klimaautomatik,2005,120 kW (163 CP),Diesel, 300.700 km,automata,3.750 EUR (brut)
"BMW 320i M Sport Shadow,LED,NAVI,HUD,LEDER,PDC+KAM,",2018,135 kW (184 CP),Benzina, 20.081 km,automata,34.450 EUR (brut) 28.950 EUR (net)
BMW 330d Edition Lifestyle Leder KeyL SchD NaviProf,2011,180 kW (245 CP),Diesel, 136.000 km,automata,13.450 EUR (brut)
BMW 316d Advantage,2016,85 kW (116 CP),Diesel, 117.000 km,manuala,13.800 EUR (brut) 11.597 EUR (net)
"BMW 325d""SportLine""Alu18""NaviProf""LED""1Hd""Scheckh""!!",2015,160 kW (218 CP),Diesel, 99.000 km,manuala,19.850 EUR (brut) 16.681 EUR (net)
BMW 320 320d High Executive,2007,120 kW (163 CP),Diesel, 244.390 km,automata,4.950 EUR (brut)
BMW 3 Lim. 318d Navi Klimaauto neues modell,2009,105 kW (143 CP),Diesel, 274.000 km,manuala,5.999 EUR (brut)
BMW 330d DPF,2007,170 kW (231 CP),Diesel, 186.000 km,automata,5.900 EUR (brut)
BMW 318 sedan 318i M Sport Edition,2019,100 kW (136 CP),Benzina, 14.250 km,automata,27.528 EUR (brut) 22.750 EUR (net)
BMW 316d Klimaaut. Durchlade PDC Sitzhzg. Vorn,2011,85 kW (116 CP),Diesel, 146.000 km,manuala,10.109 EUR (brut)
"BMW 340i Gran Turismo M Sportpaket 0Anz= 399,- brutt",2018,240 kW (326 CP),Benzina, 17.900 km,automata,44.950 EUR (brut) 37.773 EUR (net)
"BMW 320 d Lim. (E90)""Navi-Leder-Automatik-125.000km""",2006,120 kW (163 CP),Diesel, 125.000 km,automata,8.200 EUR (brut)
BMW 320d Aut. Navi Business Klimaaut. Glasdach PDC,2010,130 kW (177 CP),Diesel, 137.000 km,automata,11.409 EUR (brut)
BMW 335d xDrive Aut./LUXURY LINE/INDIVIDUAL/HARMAN/,2016,230 kW (313 CP),Diesel, 111.625 km,automata,28.500 EUR (brut) 23.950 EUR (net)
BMW 318i m-paket,2006,95 kW (129 CP),Benzina, 163.000 km,manuala,5.950 EUR (brut)
BMW 318i+Leder+Xenon+Navi,2010,105 kW (143 CP),Benzina, 89.700 km,manuala,10.900 EUR (brut)
BMW 318d*Klimaautomatik*PDC*,2008,105 kW (143 CP),Diesel, 145.500 km,manuala,5.940 EUR (brut)
BMW 320d xDrive DPF,2011,135 kW (184 CP),Diesel, 154.427 km,manuala,11.800 EUR (brut)
BMW 318d Advantage Aut. Navi Business Klimaaut. PDC,2018,110 kW (150 CP),Diesel, 21.194 km,automata,27.900 EUR (brut) 23.445 EUR (net)
BMW 320i*KLIMA*LPG*PRINCE*NAVI*MP3*USB*ANDROID*,2005,110 kW (150 CP),Benzina, 268.000 km,manuala,4.990 EUR (brut)
BMW 320 Gran Turismo Sport Line,2013,135 kW (184 CP),Benzina, 109.000 km,manuala,19.900 EUR (brut)
BMW 335i xDrive M Sportpaket Leder Navi Xenon H&K,2013,225 kW (306 CP),Benzina, 137.800 km,manuala,21.980 EUR (brut)
"BMW 340i Sport Line Navi LED M Performance Kit 18""",2016,265 kW (360 CP),Benzina, 99.800 km,manuala,26.980 EUR (brut)
BMW 320d,2005,110 kW (150 CP),Diesel, 338.000 km,automata,3.300 EUR (brut)
BMW 330d Gran Turismo Sport Line | EURO 6,2015,190 kW (258 CP),Diesel, 122.559 km,automata,22.800 EUR (brut) 19.160 EUR (net)
BMW 320i Limousine,2019,135 kW (184 CP),Benzina, 10 km,automata,50.700 EUR (brut) 42.605 EUR (net)
BMW 320i / Xenon /Leder / Navi / PDC,2010,125 kW (170 CP),Benzina, 105.000 km,manuala,13.900 EUR (brut)
BMW 320d Limousine Aut. Luxury Line  Leder+Navi+LED,2016,140 kW (190 CP),Diesel, 38.500 km,automata,24.950 EUR (brut) 20.966 EUR (net)
BMW 330i M Sport Automatic G20 AHK LASER ACC DACH HU,2019,190 kW (258 CP),Benzina,0 km,automata,59.880 EUR (brut) 50.319 EUR (net)
"BMW 330d Gran Turismo M Sportpaket 0Anz= 439,- brutt",2018,190 kW (258 CP),Diesel, 20.424 km,automata,41.450 EUR (brut) 34.832 EUR (net)
"BMW 320i Gran Turismo M Sportpaket 0Anz=399,- brutto",2018,135 kW (184 CP),Benzina, 13.900 km,automata,37.950 EUR (brut) 31.891 EUR (net)
BMW 320d Gran Turismo xDrive M Sportpaket,2018,140 kW (190 CP),Diesel, 5.900 km,automata,37.950 EUR (brut) 31.891 EUR (net)
BMW 318i,2011,105 kW (143 CP),Benzina, 44.500 km,manuala,11.200 EUR (brut)
BMW 316d M Sportpaket Leder Navi Xenon PDC Alu,2012,85 kW (116 CP),Diesel, 54.000 km,manuala,15.950 EUR (brut)
BMW 320d Automatik,2005,110 kW (150 CP),Diesel, 276.000 km,automata,3.750 EUR (brut)
BMW 330 Gran Turismo xDrive Navi/PDC/Sport Aut.,2014,190 kW (258 CP),Diesel, 206.000 km,automata,17.899 EUR (brut) 15.041 EUR (net)
BMW 318i,2006,95 kW (129 CP),Benzina, 144.000 km,manuala,6.750 EUR (brut)
BMW 330d. 300PS  TUV 2020 6GANG,2006,221 kW (300 CP),Diesel, 295.000 km,manuala,3.990 EUR (brut)
BMW 320i Gran Turismo xDrive M Sportpaket 0Anz=369br,2018,135 kW (184 CP),Benzina, 14.115 km,automata,38.950 EUR (brut) 32.731 EUR (net)
"BMW 320d >>M SPORTPAKET+HEAD UP+LEDER+NAVI+SHZ.+18""",2013,135 kW (184 CP),Diesel, 123.900 km,manuala,14.750 EUR (brut)
BMW 318 Gran Turismo M-SPORTPAKET*NAVIPROF*H.UP*,2016,110 kW (150 CP),Diesel, 130.610 km,automata,19.990 EUR (brut) 16.798 EUR (net)
BMW 330d xDrive Automatic AHK ACC DACH LEDER NAVIPRO,2013,190 kW (258 CP),Diesel, 53.380 km,automata,24.950 EUR (brut) 20.966 EUR (net)
BMW 330d Aut.  EU6   AB 299 ‚¬ OHNE ANZ  NP: 70.460 ‚¬,2017,190 kW (258 CP),Diesel, 10.900 km,automata,34.990 EUR (brut) 29.403 EUR (net)
BMW 325iA M-PACKET LCI *AUTOMATIK+XENON+19-ZOLL ALU*,2005,160 kW (218 CP),Benzina, 192.653 km,automata,5.499 EUR (brut)
BMW 318d DPF/Klimaautomatik/LM Felgen/PDC/BC,2007,90 kW (122 CP),Diesel, 174.000 km,manuala,5.800 EUR (brut)
BMW 318i,2009,105 kW (143 CP),Benzina, 81.000 km,manuala,8.500 EUR (brut)
BMW 320d Leder Standheizung  AHK,2006,120 kW (163 CP),Diesel, 246.000 km,manuala,3.750 EUR (brut)
