Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 750Li xDrive SAG M Sportpaket PanoGlDSkyLo AHK,2018,330 kW (449 CP),Benzina, 13.900 km,automata,87.900 EUR (brut) 73.866 EUR (net)
BMW 730d xDrive,2013,190 kW (258 CP),Diesel, 84.000 km,automata,33.500 EUR (brut)
BMW 750d xDrive GlasD NightVision FondEntert AHK B&W,2017,294 kW (400 CP),Diesel, 13.900 km,automata,74.900 EUR (brut) 62.941 EUR (net)
BMW 740 d M-Paket Navi Softclose PDC+Kamera Sitzheiz,2011,225 kW (306 CP),Diesel, 178.276 km,automata,16.950 EUR (brut) 14.244 EUR (net)
BMW 750i*Spurassistent*HUD*ACC*KeylessGo*SoftClose,2009,300 kW (408 CP),Benzina, 149.000 km,automata,20.450 EUR (brut)
BMW 730d*Spurwarner*RF-Kamera*Totewinkel*Head Up,2009,180 kW (245 CP),Diesel, 169.000 km,automata,17.950 EUR (brut) 15.084 EUR (net)
BMW 740d xDrive Limousine - HEA,2019,235 kW (320 CP),Diesel,0 km,automata,124.999 EUR (brut) 105.041 EUR (net)
BMW 730 d Lang*Massage*HUD*TV*Fond-Entertaiment,2011,180 kW (245 CP),Diesel, 255.000 km,automata,16.999 EUR (brut) 14.285 EUR (net)
BMW 730Ld,2009,180 kW (245 CP),Diesel, 215.000 km,automata,14.149 EUR (brut)
BMW 730d LED Schiebedach Soft-Close + Keyless-Go,2013,190 kW (258 CP),Diesel, 159.981 km,automata,20.990 EUR (brut)
BMW 760 760i M-Pakket Shadow Entertainment Led 20'',2013,400 kW (544 CP),Benzina, 98.177 km,automata,39.900 EUR (brut)
BMW 750Li HeadUp/Totwinkel/Softclose/SitzlÃ¼ftung/360,2012,330 kW (449 CP),Benzina, 169.402 km,automata,23.990 EUR (brut)
BMW 730d,2009,180 kW (245 CP),Diesel, 203.000 km,automata,15.000 EUR (brut)
"BMW 730 Lang, Xenon,Leder,Navi.PDC.Euro-5",2008,170 kW (231 CP),Diesel, 243.000 km,automata,12.900 EUR (brut)
BMW 750LI XDRIVE AUTO./LASER/HEAD-UP/GESTIK/MASSAGE,2018,330 kW (449 CP),Benzina, 27.000 km,automata,71.800 EUR (brut) 60.336 EUR (net)
BMW 760Li V12 LANG M-Sportpaket LED B&O VOLL,2013,400 kW (544 CP),Benzina, 87.000 km,automata,39.500 EUR (brut)
BMW 750Li xDrive Edition Exclusive*Vollausstattung*,2015,330 kW (449 CP),Benzina, 42.000 km,automata,34.990 EUR (brut)
BMW 750i xDrive LED/ACC/Massage/SitzlÃ¼ft/Softcl.,2012,330 kW (449 CP),Benzina, 121.777 km,automata,29.990 EUR (brut)
BMW 740Ld xDrive*Executive Drive*TV*4xSitzlÃ¼ftung*,2017,235 kW (320 CP),Diesel, 43.200 km,automata,63.600 EUR (brut) 53.445 EUR (net)
BMW 730d Leder Navi Bi-Xenon,2006,170 kW (231 CP),Diesel, 200.000 km,automata,6.990 EUR (brut)
BMW 740i Navi NightVis. eGSD HiFi 4xShzg SoftCl. TV,2006,225 kW (306 CP),Benzina, 174.973 km,automata,9.980 EUR (brut)
BMW 730d M-Paket-Head-Soft-Close-Navi,2010,180 kW (245 CP),Diesel, 151.258 km,automata,19.900 EUR (brut)
"BMW 750i xDrive Aut.  Vollaustattung  NP: 194700,-",2016,330 kW (449 CP),Benzina, 27.300 km,automata,63.800 EUR (brut) 53.167 EUR (net)
BMW 740d xDrive Limousine Ferngesteuertes Parken EUR,2016,235 kW (320 CP),Diesel, 52.565 km,automata,54.970 EUR (brut) 46.193 EUR (net)
BMW 740Ld xDrive M PERFORMANCE Sportpaket-INDIVIDUAL,2018,235 kW (320 CP),Diesel, 33.500 km,automata,81.390 EUR (brut) 68.395 EUR (net)
BMW 740d xDrive Limousine M Sportpaket Night Vision,2016,235 kW (320 CP),Diesel, 105.173 km,automata,52.990 EUR (brut) 44.529 EUR (net)
BMW 730d xDrive Limousine Ferngesteuertes Parken,2016,195 kW (265 CP),Diesel, 35.690 km,automata,49.980 EUR (brut) 42.000 EUR (net)
BMW 750Ld xDrive Limousine Sportpaket Night Vision,2017,294 kW (400 CP),Diesel, 55.163 km,automata,81.480 EUR (brut) 68.471 EUR (net)
BMW 730d xDrive Limousine Gestiksteuerung Head-Up,2016,195 kW (265 CP),Diesel, 118.471 km,automata,45.890 EUR (brut) 38.563 EUR (net)
BMW 730d xDrive Limousine (Navi Leder HUD Kurvenl.),2014,190 kW (258 CP),Diesel, 95.250 km,automata,29.999 EUR (brut) 25.209 EUR (net)
BMW 750i xDrive Edition Exclusive VOLLAUSTATTUNG,2014,330 kW (449 CP),Benzina, 21.800 km,automata,27.499 EUR (brut)
BMW 750i,2010,300 kW (408 CP),Benzina, 79.000 km,automata,18.999 EUR (brut)
"BMW 730d, Komfortsitze, Head-Up Display, Kamera",2009,180 kW (245 CP),Diesel, 138.500 km,automata,14.500 EUR (brut)
BMW 740d xdrive,2015,230 kW (313 CP),Diesel, 94.950 km,automata,30.499 EUR (brut) 25.629 EUR (net)
BMW 740d xDrive M Sportpaket HUD Mega Ausstatung TOP,2017,235 kW (320 CP),Diesel, 7.150 km,automata,63.990 EUR (brut) 53.773 EUR (net)
BMW 730d - *Head Up Display *Keyless *el Heckklappe,2009,180 kW (245 CP),Diesel, 53.800 km,automata,23.650 EUR (brut) 19.874 EUR (net)
BMW 750i xDrive*LCI 449PS*Softclose*DEUTSCH*Memory*,2012,330 kW (449 CP),Benzina, 95.000 km,automata,29.788 EUR (brut)
BMW 750 750i High Executive,2010,300 kW (408 CP),Benzina, 264.877 km,automata,15.232 EUR (brut)
BMW 730d M-Sport Nav DigDisplay HeadUp Standheizung,2015,195 kW (265 CP),Diesel, 49.750 km,automata,51.750 EUR (brut) 43.487 EUR (net)
BMW 750LD xDrive M Sport Individual Lounge UPE 186',2018,294 kW (400 CP),Diesel, 8.200 km,automata,103.789 EUR (brut) 87.218 EUR (net)
BMW 730 d iva esposta uniproprietario tagliandi,2017,195 kW (265 CP),Diesel, 119.000 km,automata,40.900 EUR (brut)
BMW 730 730d Keysler AHK NAVI Prof. Softclose 43TKM,2009,180 kW (245 CP),Diesel, 43.000 km,automata,22.790 EUR (brut)
BMW 730 (g11/g12) d xdrive luxury,2018,195 kW (265 CP),Diesel, 17.070 km,automata,57.500 EUR (brut)
BMW 740 d xDrive Eccelsa,2011,225 kW (306 CP),Diesel, 169.377 km,automata,17.990 EUR (brut)
BMW 730 Serie 7 g11/g12 Xdrive,2018,195 kW (265 CP),Diesel, 20.700 km,automata,62.500 EUR (brut)
BMW 740 i*Klima*Led.*Temp.*SHZ*PDC*,2013,235 kW (320 CP),Benzina, 76.821 km,automata,28.500 EUR (brut)
BMW 740 d xDrive M-Sportpaket*Kamera*Lenkradhei.*RS*,2012,225 kW (306 CP),Diesel, 153.928 km,automata,24.600 EUR (brut)
BMW 730d xDrive EXCELLENCE*LASER*GESTIK*MASSAGE*VOLL,2016,195 kW (265 CP),Diesel, 88.307 km,automata,47.980 EUR (brut) 40.319 EUR (net)
BMW 730d M SPORT*LASER*GESTIK*HUD*MASSAGE*EGD*360CAM,2015,195 kW (265 CP),Diesel, 69.872 km,automata,51.990 EUR (brut) 43.689 EUR (net)
BMW 730d f01Diesel vollausstatung rechtsl...,2010,180 kW (245 CP),Diesel, 185.000 km,automata,10.000 EUR (brut)
BMW 730d,2011,180 kW (245 CP),Diesel, 87.000 km,automata,26.000 EUR (brut)
BMW 730D F01,2009,180 kW (245 CP),Diesel, 252.000 km,automata,10.850 EUR (brut)
BMW 750i xDrive TV/Glasda./Laser/ 21Zoll Breyton,2015,330 kW (449 CP),Benzina, 94.245 km,automata,45.499 EUR (brut) 38.234 EUR (net)
BMW 730d xDrive M SPORT+360*+KOMF+SOFT+BELÃœFT+SD+LED,2019,195 kW (265 CP),Diesel,0 km,automata,99.720 EUR (brut) 83.798 EUR (net)
"BMW 730d xDrive/M-Paket/20""/Display/HeadUp/SoftClose",2018,195 kW (265 CP),Diesel, 6.161 km,automata,59.900 EUR (brut) 50.336 EUR (net)
BMW 730 Ld- 4 Sitzer -Skylounge- Entertainme-MÃœNCHEN,2016,195 kW (265 CP),Diesel, 110.000 km,automata,48.500 EUR (brut) 40.756 EUR (net)
"BMW 750Li xDrive //Leas.ab EUR 1.129,-brutto o.LSZ*",2018,330 kW (449 CP),Benzina, 26.810 km,automata,82.820 EUR (brut) 69.597 EUR (net)
BMW 740d xDrive+SurroundView+Soft-Close+Head-Up+DAB,2015,235 kW (320 CP),Diesel, 68.000 km,automata,49.999 EUR (brut) 42.016 EUR (net)
BMW 740i  Austauschmotor 15000 km Garantie TÃœV neu,2009,240 kW (326 CP),Benzina, 159.000 km,automata,15.800 EUR (brut)
BMW 750 7er li Navi Leder Xenon Automatik SHZ HU AU,2009,300 kW (408 CP),Benzina, 158.000 km,automata,16.500 EUR (brut)
BMW 740xd*Individual*3xTV*5xKamera*ACC*HUD*LED*20Zol,2014,230 kW (313 CP),Diesel, 95.980 km,automata,34.900 EUR (brut) 29.328 EUR (net)
BMW 730d,2006,170 kW (231 CP),Diesel, 230.000 km,automata,8.500 EUR (brut)
BMW 730d,2011,180 kW (245 CP),Diesel, 194.000 km,automata,18.000 EUR (brut)
"BMW 750i xDrive M Sportpaket/GSHD/20""/HUD/Harman",2017,330 kW (449 CP),Benzina, 19.800 km,automata,65.950 EUR (brut) 55.420 EUR (net)
BMW 740i G11 UMWELTPRÃ„MIE/TOP LEASING+FIN.,2018,240 kW (326 CP),Benzina, 10.000 km,automata,61.890 EUR (brut) 52.008 EUR (net)
BMW 730d Lim.,2015,190 kW (258 CP),Diesel, 107.463 km,automata,30.880 EUR (brut) 25.950 EUR (net)
"BMW 730d-258PS,Xenon,Leder,Navi,Alu,Euro-5",2013,190 kW (258 CP),Diesel, 345.000 km,automata,13.000 EUR (brut) 10.924 EUR (net)
BMW 740Ld xDrive Sport-Aut.M Sportpaket UPE:168.945,2018,235 kW (320 CP),Diesel, 9.435 km,automata,84.950 EUR (brut) 71.387 EUR (net)
BMW 730d M Sportpaket Innovationsp. Navi Prof. PDC,2014,190 kW (258 CP),Diesel, 79.692 km,automata,30.390 EUR (brut) 25.538 EUR (net)
BMW 730 730d PARKEN LASER MASSAGE SITZLÃœFTUNG,2018,195 kW (265 CP),Diesel, 24.900 km,automata,54.900 EUR (brut) 46.134 EUR (net)
BMW 730d A +ALPINA+INDIVIDUAL+Headup+21 Zoll+Kamera+,2010,180 kW (245 CP),Diesel, 111.265 km,automata,24.970 EUR (brut)
BMW 740Ld xDrive M-SPORT UMWELTPRÃ„MIE/TOP LEASING+FI,2018,235 kW (320 CP),Diesel, 11.000 km,automata,75.890 EUR (brut) 63.773 EUR (net)
BMW 740Ld xDrive G12 UMWELTPRÃ„MIE/TOP LEASING+FIN.,2018,235 kW (320 CP),Diesel, 27.000 km,automata,71.890 EUR (brut) 60.412 EUR (net)
BMW 740Li xDrive G12 M-SPORT UMWELTPRÃ„MIE/TOP LEASIN,2018,240 kW (326 CP),Benzina, 11.000 km,automata,86.990 EUR (brut) 73.101 EUR (net)
BMW 750Ld xDrive G12 UMWELTPRÃ„MIE/TOP LEASING+FIN.,2018,294 kW (400 CP),Diesel, 25.000 km,automata,80.890 EUR (brut) 67.975 EUR (net)
BMW 730d xDrive NAVI*LED*XENON*HUD*Soft-Close*Kamera,2013,190 kW (258 CP),Diesel, 129.000 km,automata,24.950 EUR (brut)
BMW 730d Leder-Navi-Head-Up Display-SSD,2015,190 kW (258 CP),Diesel, 87.000 km,automata,28.950 EUR (brut) 24.328 EUR (net)
BMW 740Li xDrive Fond-TV Panorama Standheizung Laser,2018,240 kW (326 CP),Benzina, 21.270 km,automata,64.950 EUR (brut) 54.580 EUR (net)
BMW 730d xDrive NAVI LEDER  LED HEAD-UP GSHD Kamera,2013,190 kW (258 CP),Diesel, 110.600 km,automata,24.980 EUR (brut) 20.992 EUR (net)
BMW 740d M-Paket Garantie 6WB B&O Fond Entertainment,2012,230 kW (313 CP),Diesel, 99.800 km,automata,30.699 EUR (brut)
BMW 730d Aut. M SPORTPAKET+KOMFORTSI.+PROF+KAMERA+SD,2011,180 kW (245 CP),Diesel, 112.213 km,automata,20.450 EUR (brut) 17.185 EUR (net)
BMW 745d,2005,220 kW (299 CP),Diesel, 178.284 km,automata,6.500 EUR (brut)
BMW 740d xDrive,2011,225 kW (306 CP),Diesel, 150.000 km,automata,21.000 EUR (brut)
"BMW 740i *Automatik*Schiebedach*Garantie*1,99%*",2011,240 kW (326 CP),Benzina, 145.900 km,automata,25.990 EUR (brut)
BMW 730d xDrive DrivAssPlus H/K Soft Close Standhzg.,2015,195 kW (265 CP),Diesel, 88.456 km,automata,47.804 EUR (brut) 40.171 EUR (net)
BMW 730D G11 3.0D 265PS DESIGN PURE EXCELLENCE,2016,195 kW (265 CP),Diesel, 83.000 km,automata,49.999 EUR (brut)
BMW 730D G11 3.0D 265PS X-DRIVE M-SPORTPAKET,2015,195 kW (265 CP),Diesel, 81.000 km,automata,52.555 EUR (brut)
BMW 750LI G12 4.4i 449PS LANG X-DRIVE M-SPORTPAKET,2018,330 kW (449 CP),Benzina, 3.500 km,automata,64.999 EUR (brut)
BMW 740i,2006,225 kW (306 CP),Benzina, 193.000 km,automata,8.899 EUR (brut)
BMW 740i Individual CARBON CORE Performance Exclusiv,2016,240 kW (326 CP),Benzina, 159.000 km,automata,39.800 EUR (brut) 33.445 EUR (net)
BMW 730d*GSD*D-DRIVE*TV*HIFI*NAV.PROF*KOMF.SITZ*PDC,2009,180 kW (245 CP),Diesel, 270.000 km,automata,10.990 EUR (brut)
BMW 740d xDrive*Dynamic-Drive*Surround View*Head-Up*,2014,230 kW (313 CP),Diesel, 86.000 km,automata,26.999 EUR (brut)
BMW 750i,2006,270 kW (367 CP),Benzina, 223.000 km,automata,8.000 EUR (brut)
"BMW 740i,Leder-SitzbelÃ¼ftung,Navi/DVD/TV,Xenon,PDC",2007,225 kW (306 CP),Benzina, 123.000 km,automata,12.599 EUR (brut)
"BMW 740i Massagesitze, Laserlicht, Head-Up, perfekte",2015,240 kW (326 CP),Benzina, 73.728 km,automata,42.833 EUR (brut) 35.994 EUR (net)
BMW 730d M-Sportpaket Performance MegaVoll 21zoll,2016,195 kW (265 CP),Diesel, 95.000 km,automata,48.950 EUR (brut)
BMW 730D*NAVI*KOMFORTSITZE*SIDEVIEW*NIGHTVI*HEADUP*,2009,180 kW (245 CP),Diesel, 113.872 km,automata,19.499 EUR (brut)
BMW 740d xDrive M SPORTPAKET LASER TABLET HARMAN,2017,235 kW (320 CP),Diesel, 91.800 km,automata,58.950 EUR (brut) 49.538 EUR (net)
BMW 730d headup sitzlÃ¼ftung softclose komf...,2010,180 kW (245 CP),Diesel, 216.000 km,automata,16.288 EUR (brut)
BMW 740d xDrive*3x M Paket*HUD*4x SHZ*GSD*SoftClose*,2010,225 kW (306 CP),Diesel, 73.567 km,automata,30.500 EUR (brut)
BMW 750i xDrive M-Paket*Massage*B&W*HUD*VOLLAUSSTATT,2015,330 kW (449 CP),Benzina, 29.000 km,automata,52.900 EUR (brut)
BMW 750d xDrive*M Sportpaket*VOLL* TV*NP: 183.000 ‚¬,2016,294 kW (400 CP),Diesel, 69.000 km,automata,76.200 EUR (brut) 64.034 EUR (net)
BMW 750d xDrive*M Paket*VOLL*NP:183.000 ‚¬,2016,294 kW (400 CP),Diesel, 69.000 km,automata,76.200 EUR (brut) 64.034 EUR (net)
BMW 740d xDrive M-Sportpaket Standheizung iPad,2016,235 kW (320 CP),Diesel, 124.450 km,automata,55.490 EUR (brut) 46.630 EUR (net)
BMW 730d M Paket,2010,180 kW (245 CP),Diesel, 190.000 km,automata,15.900 EUR (brut)
BMW 730d,2009,180 kW (245 CP),Diesel, 135.000 km,automata,20.000 EUR (brut)
BMW 730d   M Sportpaket GSD,2011,180 kW (245 CP),Diesel, 108.990 km,automata,22.499 EUR (brut)
BMW 740 Serie 7 xDrive,2018,235 kW (320 CP),Diesel, 24.900 km,automata,68.900 EUR (brut)
BMW 730d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,195 kW (265 CP),Diesel, 8.923 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel, 18.430 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel, 16.101 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/S.CLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 13.895 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel, 24.152 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel, 21.463 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d M-Sportpaket NAVI/FERN-PARKEN/S.CLOSE/19-ZO,2017,195 kW (265 CP),Diesel, 26.754 km,automata,54.990 EUR (brut) 46.210 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/S.CLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 15.703 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d M-Sportpaket INDIVIDUAL/NAVI/GSD/D-ASSIST,2018,195 kW (265 CP),Diesel, 21.305 km,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/S.CLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 26.160 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d M-Sportpaket NAVI/FERN-PARKEN/S.CLOSE/19-ZO,2017,195 kW (265 CP),Diesel, 21.908 km,automata,54.990 EUR (brut) 46.210 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 26.407 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 22.314 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d M-Sportpaket NAVI/FERN-PARKEN/S.CLOSE/19-ZO,2017,195 kW (265 CP),Diesel, 18.940 km,automata,54.990 EUR (brut) 46.210 EUR (net)
BMW 730d NAVI/LED/H-UP/DISPLAY-KEY/SOFTCLOSE/19-ZOLL,2016,195 kW (265 CP),Diesel, 20.604 km,automata,47.990 EUR (brut) 40.328 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 16.864 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 22.368 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 24.368 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 13.126 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel, 19.905 km,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 750i xDrive,2012,300 kW (408 CP),Benzina, 221.000 km,automata,14.000 EUR (brut)
BMW 730Ld,2009,180 kW (245 CP),Diesel, 170.000 km,automata,14.499 EUR (brut)
BMW 730d Facelift LED M-Paket Mega VOLL To...,2014,190 kW (258 CP),Diesel, 199.500 km,automata,22.000 EUR (brut)
BMW 730d xDrive Limousine M Sportpaket,2015,195 kW (265 CP),Diesel, 34.890 km,automata,60.790 EUR (brut) 51.084 EUR (net)
"BMW 730d xDrive SHD,HUD,Kamera,M-Sportpaket,Soft",2015,190 kW (258 CP),Diesel, 189.000 km,automata,25.800 EUR (brut) 21.681 EUR (net)
BMW 730d Limousine M Sportpaket,2015,195 kW (265 CP),Diesel, 35.415 km,automata,55.385 EUR (brut) 46.542 EUR (net)
BMW 740 740i | 327 PS | NAVI | LEDER | Kamera | Temp,2016,241 kW (328 CP),Benzina, 75.676 km,automata,44.724 EUR (brut)
"BMW 730d Soft Close,Sitzhz&BelÃ¼ft,Bi-Xenon,Scheckhft",2010,180 kW (245 CP),Diesel, 216.000 km,automata,15.880 EUR (brut)
BMW 740d xDrive +ExecutiveDrivePro+Fernsteuer.+Laser,2016,235 kW (320 CP),Diesel, 44.702 km,automata,53.914 EUR (brut) 45.306 EUR (net)
BMW 740 740i Sedan High Executive | M-Sportpakket |,2018,241 kW (328 CP),Benzina, 27.000 km,automata,70.248 EUR (brut) 58.056 EUR (net)
BMW 730d F01*Softclose*Head-UP*RÃ¼ckfahrkamera*Sound,2011,180 kW (245 CP),Diesel, 283.421 km,automata,13.450 EUR (brut)
BMW 750i Limousine Aktionsfahrzeugl!Tageszulassung!,2019,330 kW (449 CP),Benzina,0 km,automata,86.498 EUR (brut) 72.687 EUR (net)
BMW 740d *Head Up *Standhzg *Leder *Navi *Harma Kard,2014,230 kW (313 CP),Diesel, 9.190 km,automata,42.850 EUR (brut) 36.008 EUR (net)
BMW 740d *Harma Kardon *Head Up *Navi *Leder *Standh,2014,230 kW (313 CP),Diesel, 9.190 km,automata,42.850 EUR (brut)
BMW 730d (ehemaliges Vorstandfahrzeug der BMW) VOLL,2012,190 kW (258 CP),Diesel, 210.000 km,automata,25.999 EUR (brut)
"BMW 740d M-Sport, HUD, Soft, Night, abs Voll",2011,225 kW (306 CP),Diesel, 74.900 km,automata,27.990 EUR (brut)
BMW 730d,2009,180 kW (245 CP),Diesel, 255.000 km,automata,12.400 EUR (brut)
BMW 730d,2011,180 kW (245 CP),Diesel, 125.000 km,automata,20.500 EUR (brut)
BMW 730Ld Blue Performance Heat-up Top Ausstattung!!,2010,180 kW (245 CP),Diesel, 180.000 km,automata,19.500 EUR (brut)
BMW 730d,2012,180 kW (245 CP),Diesel, 104.000 km,automata,19.690 EUR (brut)
BMW 740Li Absolut VOLL AUSGESTATTET,2009,240 kW (326 CP),Benzina, 191.123 km,automata,19.900 EUR (brut)
BMW 740d xDrive *HeadUp*RÃ¼ckfahrkamera*iDrive*1Hand*,2013,230 kW (313 CP),Diesel, 276.000 km,automata,23.950 EUR (brut)
BMW 730d,2006,170 kW (231 CP),Diesel, 235.000 km,automata,7.000 EUR (brut)
BMW 730d Sport Paket,2011,180 kW (245 CP),Diesel, 170.000 km,automata,14.000 EUR (brut)
BMW 760  V12  INDIVIDUAL Full options! Rear screens!,2005,327 kW (445 CP),Benzina, 192.757 km,automata,12.900 EUR (brut)
BMW 730 d Surr View/Laser/Gestik/HeadUp/Massage,2018,195 kW (265 CP),Diesel, 24.990 km,automata,52.700 EUR (brut) 44.286 EUR (net)
BMW 730 xd ACC HUD 360Grad Display 8x Alu Massage,2017,195 kW (265 CP),Diesel, 51.662 km,automata,53.700 EUR (brut) 45.126 EUR (net)
BMW 740 i Laserlicht LM 20'' Individual Topzustand!,2016,240 kW (326 CP),Benzina, 9.990 km,automata,54.990 EUR (brut)
BMW 740Li xDrive M Sportpaket/Fond Entert/NP140.779‚¬,2018,240 kW (326 CP),Benzina, 32.915 km,automata,69.850 EUR (brut) 58.697 EUR (net)
BMW 740Ld xDrive Fond Entertainm/Panorama/NP149.483‚¬,2018,235 kW (320 CP),Diesel, 47.730 km,automata,63.850 EUR (brut) 53.655 EUR (net)
BMW 730Ld xDrive M Sportpaket/Fond Entert/NP150.606‚¬,2017,195 kW (265 CP),Diesel, 77.780 km,automata,61.850 EUR (brut) 51.975 EUR (net)
BMW 740d xDrive M Sportpaket/360°Kam/B&W/NP 146.342‚¬,2017,235 kW (320 CP),Diesel, 39.975 km,automata,66.850 EUR (brut) 56.176 EUR (net)
BMW 730d*M-Sport*3xDvD*360*Kamera*Softcl*Laser*ACC*,2016,195 kW (265 CP),Diesel, 56.300 km,automata,46.900 EUR (brut) 39.412 EUR (net)
BMW 730d Leder Xenon Navi Facelift,2005,170 kW (231 CP),Diesel, 300.871 km,automata,5.500 EUR (brut)
BMW 740d xDrive Laser Licht-ExecutivDrive-SurroundV,2016,235 kW (320 CP),Diesel, 89.000 km,automata,49.850 EUR (brut) 41.891 EUR (net)
BMW 750Li xDrive/SkyLounge/BowersWilkin/FondEnter/TV,2015,330 kW (449 CP),Benzina, 28.449 km,automata,53.999 EUR (brut) 45.377 EUR (net)
BMW 750Li*TRAUM*B&O*3xTV*BMW-Scheckheft*,2013,330 kW (449 CP),Benzina, 114.000 km,automata,30.990 EUR (brut)
"BMW 730d*HUD*20""Zoll*Komfortsitze*Leder-Braun*",2009,180 kW (245 CP),Diesel, 186.000 km,automata,16.790 EUR (brut) 14.109 EUR (net)
BMW 740i,2005,225 kW (306 CP),Benzina, 116.003 km,automata,14.900 EUR (brut)
"BMW 740d KAMERA DIGI.TACHO,HUD,SOFTCLOSE,ACC,KEYLESS",2013,230 kW (313 CP),Diesel, 125.000 km,automata,25.880 EUR (brut)
"BMW 730d xDrive SAG DIG.TACHO,FERNPARKEN,SOFT-CLOSE",2018,195 kW (265 CP),Diesel, 14.300 km,automata,57.870 EUR (brut) 48.630 EUR (net)
"BMW 730d xDrive M SPORT DIG.TACHO,HUD,SOFT-CLOSE,ACC",2017,195 kW (265 CP),Diesel, 48.200 km,automata,59.720 EUR (brut) 50.185 EUR (net)
"BMW 730d DIG.TACHO SOFT-CLOSE,HUD,360GRAD,STANDHEIZ.",2012,190 kW (258 CP),Diesel, 72.200 km,automata,24.880 EUR (brut)
BMW 730d Gr. Navi Schiebedach Leder Head Up,2013,190 kW (258 CP),Diesel, 193.371 km,automata,20.985 EUR (brut) 17.634 EUR (net)
BMW 730d Head-Up Leder Xenon Navi el.GSHD Kamera Alu,2008,180 kW (245 CP),Diesel, 123.872 km,automata,18.500 EUR (brut)
BMW 730d M-Sportpaket VOLL Standheiz HeadUp SD,2012,180 kW (245 CP),Diesel, 177.000 km,automata,19.900 EUR (brut)
BMW 750d xDrive Limousine Touch Command Head-Up DAB,2018,294 kW (400 CP),Diesel, 5.654 km,automata,84.990 EUR (brut) 71.420 EUR (net)
BMW 730d xDrive Limousine M Sportpaket Head-Up HiFi,2015,190 kW (258 CP),Diesel, 89.782 km,automata,32.900 EUR (brut) 27.647 EUR (net)
BMW 730 d xDrive MSPORT,2018,195 kW (265 CP),Diesel, 25.000 km,automata,62.000 EUR (brut)
BMW 730 d xDrive,2016,195 kW (265 CP),Diesel, 120.748 km,automata,49.900 EUR (brut)
BMW 750i xDrive,2009,300 kW (408 CP),Benzina, 156.000 km,automata,18.900 EUR (brut)
BMW 730d,2006,170 kW (231 CP),Diesel, 128.000 km,automata,13.900 EUR (brut)
BMW 730d automatik,2005,160 kW (218 CP),Diesel, 311.000 km,automata,6.499 EUR (brut)
BMW 730d,2006,170 kW (231 CP),Diesel, 294.000 km,automata,5.000 EUR (brut)
"BMW 740i Limousine Leasing mtl. 579,- o.Anz.",2018,240 kW (326 CP),Benzina, 18.650 km,automata,61.450 EUR (brut) 51.639 EUR (net)
