Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 530dA M Sportpaket Glasdach HUD SoftClose,2013,190 kW (258 CP),Diesel, 83.500 km,automata,25.500 EUR (brut)
"BMW 525d Lim. - M Sportpaket 19"" Kamera Bluetooth",2011,150 kW (204 CP),Diesel, 160.000 km,manuala,15.900 EUR (brut)
BMW 523i Aut.,2011,150 kW (204 CP),Benzina, 199.999 km,automata,10.850 EUR (brut)
BMW 525d Limousine Sport- Aut.Navi Prof.Keyless-Go!,2010,150 kW (204 CP),Diesel, 149.000 km,automata,14.999 EUR (brut)
BMW 525d Aut.,2006,130 kW (177 CP),Diesel, 219.000 km,automata,5.990 EUR (brut)
BMW 530d Sport Line PDC SHZ KAMERA HUD NAVI LED EU6,2019,195 kW (265 CP),Diesel, 0 km,automata,56.888 EUR (brut) 47.805 EUR (net)
"BMW 520i M-Sportpaket PDC NAVI LED UPE 57.600,00Euro",2019,135 kW (184 CP),Benzina,0 km,automata,45.555 EUR (brut) 38.282 EUR (net)
BMW 530d Gran Turismo Aut M Sport LED Pano Soft Key,2016,190 kW (258 CP),Diesel, 40.000 km,automata,39.470 EUR (brut) 33.168 EUR (net)
BMW 523i *NAVI*KLIMA*LUECK.SCHECKHEFT*GEPFLEGT*,2006,130 kW (177 CP),Benzina, 126.961 km,manuala,8.950 EUR (brut)
BMW 550i x Drive Head-up-Display Xenon Leder GSHD,2012,300 kW (408 CP),Benzina, 116.000 km,automata,25.990 EUR (brut)
BMW 530d xDrive Edition Sport Navi Leder Xenon,2016,190 kW (258 CP),Diesel, 178.451 km,automata,22.290 EUR (brut) 18.731 EUR (net)
BMW 540i M-Sportpaket SITZBELÃœFTUNG W-LAN ACC EU6,2019,250 kW (340 CP),Benzina,0 km,automata,75.260 EUR (brut) 63.244 EUR (net)
BMW 525d soft close TÃ¼ren und Head up Display,2009,145 kW (197 CP),Diesel, 257.000 km,manuala,8.200 EUR (brut)
BMW 523i Aut.,2010,150 kW (204 CP),Benzina, 78.836 km,automata,19.900 EUR (brut)
BMW 520i *360° Kamera*XENON*Teilleder-Sportsitze*TOP,2012,135 kW (184 CP),Benzina, 25.000 km,automata,21.990 EUR (brut)
BMW 530d xDrive M-Sportpaket HUD NAVI LED W-LAN ACC,2019,195 kW (265 CP),Diesel, 10 km,automata,76.690 EUR (brut) 64.445 EUR (net)
"BMW 520d xDrive M-Sportpaket UPE 69510.-,Innov,BP,HU",2018,140 kW (190 CP),Diesel, 17.607 km,automata,50.990 EUR (brut) 42.849 EUR (net)
BMW 520 d  * Edition *,2009,120 kW (163 CP),Diesel, 183.000 km,automata,6.999 EUR (brut)
BMW 530d M-Sportpaket*20Zoll*Leder Elfenbein*AktSitz,2018,195 kW (265 CP),Diesel, 19.000 km,automata,54.900 EUR (brut) 46.134 EUR (net)
BMW 530d *Leder*Navi*Head-Up*Xenon*EGSD*2.Hd.*,2010,180 kW (245 CP),Diesel, 235.350 km,manuala,11.950 EUR (brut)
"BMW 520d Aut.Navi, STHZ./Euro 5 Service NEU",2009,130 kW (177 CP),Diesel, 115.000 km,automata,9.998 EUR (brut)
BMW 520 520i Aut. Klima Navi Tempo PDC LED 6.884 Km!,2017,135 kW (184 CP),Benzina, 6.884 km,automata,24.950 EUR (brut) 20.620 EUR (net)
BMW 520-HEAD-UP-KOMFORTZUGANG-NAVI-SPURASSISTENT-,2016,140 kW (190 CP),Diesel, 29.000 km,automata,25.990 EUR (brut) 21.840 EUR (net)
BMW 530d xDrive Limousine Sportpaket M Sportbr. DAB,2018,195 kW (265 CP),Diesel, 24.306 km,automata,60.799 EUR (brut) 51.092 EUR (net)
BMW 535d xDrive Gran Turismo Head-Up B&O HiFi LED,2016,230 kW (313 CP),Diesel, 43.500 km,automata,42.900 EUR (brut) 36.050 EUR (net)
BMW 530d Gran Turismo M Sportpaket Head-Up HK HiFi,2016,190 kW (258 CP),Diesel, 78.952 km,automata,37.890 EUR (brut) 31.840 EUR (net)
BMW 540i Limousine Luxury Line Head-Up HiFi DAB LED,2018,250 kW (340 CP),Benzina, 25.500 km,automata,49.880 EUR (brut) 41.916 EUR (net)
BMW 550i M Sportpaket Leder Navi Prof. Head-Up HK,2014,330 kW (449 CP),Benzina, 95.650 km,automata,36.990 EUR (brut) 31.084 EUR (net)
BMW 535d xDrive Gran Turismo Head-Up HiFi DAB Xenon,2015,230 kW (313 CP),Diesel, 122.441 km,automata,30.800 EUR (brut) 25.882 EUR (net)
BMW 520 d Business aut.,2016,140 kW (190 CP),Diesel, 66.000 km,automata,29.800 EUR (brut)
BMW 520d xDrive Limousine HiFi Standhzg. Navi Bus.,2016,140 kW (190 CP),Diesel, 72.960 km,automata,25.650 EUR (brut) 21.555 EUR (net)
BMW 530d xDrive Limousine Xenon GSD Tempomat BT+USB,2013,190 kW (258 CP),Diesel, 127.200 km,automata,21.450 EUR (brut)
BMW 520 Serie 5 (G30/G31) Efficient Dynamics Lux,2018,140 kW (190 CP),Diesel, 20.000 km,automata,39.900 EUR (brut)
BMW 520d xDrive Limousine EURO6 Ferngesteuertes Park,2018,140 kW (190 CP),Diesel, 10.481 km,automata,45.995 EUR (brut) 38.651 EUR (net)
BMW 520 M Paket Shadow Line Autom. Pano St.Heizung X,2015,140 kW (190 CP),Diesel, 97.300 km,automata,25.500 EUR (brut) 21.429 EUR (net)
BMW 520d xDrive Limousine Driving Assis. Plus/DAB,2019,140 kW (190 CP),Diesel,0 km,automata,58.300 EUR (brut) 48.992 EUR (net)
BMW 523 i Berline Benzine Automaat - GPS - Xenon -,2010,150 kW (204 CP),Benzina, 75.130 km,automata,20.990 EUR (brut)
BMW 525i,2005,160 kW (218 CP),Benzina, 186.000 km,automata,7.000 EUR (brut)
BMW 523i e60 M-Paket (shadow line),2005,132 kW (179 CP),Benzina, 186.400 km,manuala,6.000 EUR (brut)
BMW 535i M packet,2014,225 kW (306 CP),Benzina, 64.000 km,automata,30.999 EUR (brut)
BMW 520d* BMW Individual Abteilung,2015,140 kW (190 CP),Diesel, 148.905 km,automata,24.276 EUR (brut) 20.400 EUR (net)
"BMW 530xi M-Optik, Vollaustattung",2008,200 kW (272 CP),Benzina, 141.000 km,automata,14.990 EUR (brut)
"BMW 550i Sport-Aut.M Paket,Soft.C,Komfortzug.el.Gsd",2013,300 kW (408 CP),Benzina, 132.800 km,automata,26.900 EUR (brut)
"BMW 525d Aut.M Paket,Navi,Leder,Xenon,St.heizung,USB",2008,145 kW (197 CP),Diesel, 198.000 km,automata,11.500 EUR (brut)
BMW 523i Aut.,2008,140 kW (190 CP),Benzina, 225.000 km,automata,7.200 EUR (brut)
BMW 520d xDrive Luxury Line 190PS Winterbereift -40%,2018,140 kW (190 CP),Diesel, 24.950 km,automata,48.399 EUR (brut) 40.671 EUR (net)
BMW 520d Luxury Line 190 PS 8-fach Bereift - 42 %,2017,140 kW (190 CP),Diesel, 15.500 km,automata,46.749 EUR (brut) 39.285 EUR (net)
BMW 528i Aut.,2010,190 kW (258 CP),Benzina, 119.000 km,automata,19.990 EUR (brut)
BMW 530d M Sport Navi-Prof Soft-Close Adpt,2015,190 kW (258 CP),Diesel, 102.444 km,automata,29.490 EUR (brut) 24.782 EUR (net)
"BMW 525d Top Zustand, TÃœV neu, 8 fach bereift, AHK",2006,130 kW (177 CP),Diesel, 139.000 km,manuala,7.700 EUR (brut)
BMW 520D Limousine *Scheckheftgepflegt*EURO6*,2014,140 kW (190 CP),Diesel, 211.000 km,automata,14.250 EUR (brut)
BMW 5er 525d e60 Facelift LCI,2007,145 kW (197 CP),Diesel, 211.000 km,automata,3.000 EUR (brut)
BMW 520i Innovation PDC SHZ XENON H/K HUD NAVI ACC,2013,135 kW (184 CP),Benzina, 150.000 km,automata,17.990 EUR (brut) 15.118 EUR (net)
BMW 520d E60 Edition Exclusive,2008,130 kW (177 CP),Diesel, 180.400 km,manuala,10.200 EUR (brut)
BMW 535d Aut.,2007,210 kW (286 CP),Diesel, 253.000 km,automata,7.500 EUR (brut)
BMW 530i,2006,190 kW (258 CP),Benzina, 142.000 km,manuala,7.600 EUR (brut)
BMW 525d Gelsenkirchen,2010,150 kW (204 CP),Diesel, 149.000 km,manuala,11.800 EUR (brut)
BMW 520d Facelift*M Sport,2013,135 kW (184 CP),Diesel, 90.000 km,automata,22.850 EUR (brut)
BMW 520d Edition Exclusive,2008,130 kW (177 CP),Diesel, 180.400 km,manuala,10.200 EUR (brut)
BMW 535d Aut.,2007,210 kW (286 CP),Diesel, 185.000 km,automata,8.450 EUR (brut)
BMW 530d,2011,180 kW (245 CP),Diesel, 135.600 km,automata,22.990 EUR (brut)
BMW 535d M Packet,2005,200 kW (272 CP),Diesel, 316.000 km,automata,5.700 EUR (brut)
BMW 523i Aut.,2006,130 kW (177 CP),Benzina, 200.000 km,automata,5.000 EUR (brut)
"BMW 520d Aut. M- line, M-sportpaket",2014,135 kW (184 CP),Diesel, 59.655 km,automata,25.999 EUR (brut)
BMW 520d,2011,135 kW (184 CP),Diesel, 135.000 km,manuala,17.500 EUR (brut)
BMW 525d Aut.,2009,145 kW (197 CP),Diesel, 147.924 km,automata,10.200 EUR (brut)
BMW 535d Automatik *M Paket* *HuD* *Navi* *Leder*,2009,210 kW (286 CP),Diesel, 250.000 km,automata,9.500 EUR (brut)
BMW 520d Sport Line,2017,140 kW (190 CP),Diesel, 89.900 km,manuala,32.900 EUR (brut)
"BMW 523 5er Aut. Edition Exclusive mit Scheckh.,Navi",2008,140 kW (190 CP),Benzina, 134.000 km,automata,12.490 EUR (brut)
"BMW 530i Aut. TÃœV neu, Service Neu",2006,190 kW (258 CP),Benzina, 64.000 km,automata,14.000 EUR (brut)
BMW 530d Aut.,2006,170 kW (231 CP),Diesel, 282.000 km,automata,6.750 EUR (brut)
BMW 520d G30 LUXURY LINE - 360 KAMERA - DISPLAY KEY,2017,140 kW (190 CP),Diesel, 45.789 km,automata,26.900 EUR (brut) 22.231 EUR (net)
BMW 535d Lim.*NAVIPROF*SHD*PDC*SHZ*LEDER*XENON*SOFT*,2007,210 kW (286 CP),Diesel, 192.661 km,automata,9.490 EUR (brut)
BMW 520 d cat Attiva-2008,2008,130 kW (177 CP),Diesel, 179.000 km,manuala,7.900 EUR (brut)
BMW 520d PDC Leder AHK Navi Tempomat,2010,135 kW (184 CP),Diesel, 145.800 km,manuala,13.450 EUR (brut)
BMW 520i *Navigationssystem*XENON*PDC*,2012,135 kW (184 CP),Benzina, 40.996 km,manuala,19.990 EUR (brut)
BMW 525d xDrive Lim. Aut. Sportsitze/Navi/Hifi/PDC/,2016,160 kW (218 CP),Diesel, 17.733 km,automata,31.350 EUR (brut) 26.345 EUR (net)
BMW 523i Aut.,2006,130 kW (177 CP),Benzina, 58.688 km,automata,11.000 EUR (brut)
BMW 520 d Aut. 1.Hand Navi Tempomat Bi-Xenon PDC,2018,140 kW (190 CP),Diesel, 8.776 km,automata,29.950 EUR (brut)
BMW 523 i *Shadow Line*gHSSD*Bi-Xenon*Standheiz*PDC*,2011,150 kW (204 CP),Benzina, 158.819 km,manuala,14.410 EUR (brut)
BMW 535d Sport-Aut.,2008,210 kW (286 CP),Diesel, 260.000 km,automata,11.950 EUR (brut)
BMW 540i xDrive Luxury Line Display key HUD LED,2017,250 kW (340 CP),Benzina, 19.200 km,automata,51.930 EUR (brut) 43.639 EUR (net)
BMW 520d M Sportpaket Navi Prof. Sport Aut. Xenon,2012,135 kW (184 CP),Diesel, 105.501 km,automata,19.890 EUR (brut)
BMW 520d Sport-Aut.,2011,135 kW (184 CP),Diesel, 207.650 km,automata,12.495 EUR (brut)
BMW 525d xDrive Aut.,2013,160 kW (218 CP),Diesel, 199.999 km,automata,19.390 EUR (brut)
BMW 530d xDrive Luxury Line Innovationsp. Navi Prof.,2017,195 kW (265 CP),Diesel, 78.539 km,automata,45.890 EUR (brut) 38.563 EUR (net)
BMW 520d Edition,2009,130 kW (177 CP),Diesel, 227.000 km,automata,11.000 EUR (brut)
BMW 525i LCI Teilleder PDC,2007,160 kW (218 CP),Benzina, 179.000 km,manuala,9.999 EUR (brut)
BMW 525d M-PAKET BI-XENON NAVI HEAD UP SHZ PDC,2011,150 kW (204 CP),Diesel, 170.000 km,automata,16.990 EUR (brut)
BMW 530 Gran Turismo,2010,180 kW (245 CP),Diesel, 68.200 km,automata,20.599 EUR (brut)
BMW 523i mit M Paket,2008,140 kW (190 CP),Benzina, 111.500 km,manuala,13.800 EUR (brut)
"BMW 520d M Sport LR 525,- br.o.Anz. 36Mon/10''Km",2018,140 kW (190 CP),Diesel, 16.700 km,automata,45.800 EUR (brut) 38.487 EUR (net)
"BMW 520d M Sport*Facelift*LED,Navi,Leder,Kamera,SHZ*",2017,140 kW (190 CP),Diesel, 8.600 km,automata,38.990 EUR (brut) 32.765 EUR (net)
BMW 520d Limousine *Memory-Sitz*Facelift*Navi*PDC*,2007,130 kW (177 CP),Diesel, 190.000 km,automata,7.850 EUR (brut)
BMW 525d Aut.,2010,150 kW (204 CP),Diesel, 181.000 km,automata,10.800 EUR (brut)
BMW 530d Lim.F10 Navi Xenon PDC SHZ Memory,2011,180 kW (245 CP),Diesel, 125.000 km,manuala,14.998 EUR (brut)
BMW 530 Gran Turismo,2012,180 kW (245 CP),Diesel, 147.000 km,automata,20.900 EUR (brut)
"BMW 530d LUXURY SONNENDACH HEAD-UP LEDER 18""",2014,190 kW (258 CP),Diesel, 165.900 km,automata,20.480 EUR (brut) 17.210 EUR (net)
BMW 523 i*VOLLEDER*TEMPOMAT*2xPDC,2010,150 kW (204 CP),Benzina, 97.710 km,automata,16.490 EUR (brut)
BMW 525d Aut. Navi|Teilleder|Standheizung|PDC|SHZG,2008,145 kW (197 CP),Diesel, 144.000 km,automata,9.000 EUR (brut)
BMW 535d LCI 406PS ACC*SH*KEY*L7*AHK*HUB*CIC*NV*,2007,299 kW (407 CP),Diesel, 272.000 km,automata,17.600 EUR (brut)
BMW 520d Limousine HiFi Navi Bus. Tempomat Shz PDC,2015,140 kW (190 CP),Diesel, 43.544 km,automata,24.403 EUR (brut) 20.507 EUR (net)
"BMW 520 520i,Klima,PDC,NAVI",2005,125 kW (170 CP),Benzina, 183.000 km,manuala,5.850 EUR (brut)
BMW 520d Automatik NAVI / STANDHEIZUNG / SHZ / XENON,2010,135 kW (184 CP),Diesel, 180.000 km,manuala,13.500 EUR (brut) 11.345 EUR (net)
BMW 525 d  Aut. Edition Limited M Paket Navigation X,2009,145 kW (197 CP),Diesel, 195.866 km,automata,6.480 EUR (brut)
BMW 520d/FACELIFT/ScheibeDach/CAMERA/BIGNAVI/109g,2014,140 kW (190 CP),Diesel, 157.000 km,automata,18.200 EUR (brut)
BMW 520D LIMOUSINE! KLIMA! 6-GANG! NR: 9160,2006,120 kW (163 CP),Diesel, 286.000 km,manuala,5.200 EUR (brut)
BMW 525d Automatik/Leder/Navi/Xenon,2010,150 kW (204 CP),Diesel, 157.720 km,automata,13.950 EUR (brut)
BMW 525d Aut. Sportpaket 1.Hand Top Gepflegt,2010,150 kW (204 CP),Diesel, 298.000 km,automata,11.450 EUR (brut)
BMW 525d Aut.Navi-Prof-Head.UP-Leder.18.Xenon,2010,150 kW (204 CP),Diesel, 250.000 km,automata,13.500 EUR (brut) 11.345 EUR (net)
BMW 525d Aut.*Xenon*Klimaautomatik*Euro4*,2005,130 kW (177 CP),Diesel, 233.489 km,automata,3.790 EUR (brut)
BMW 535d Sport-Aut.,2011,220 kW (299 CP),Diesel, 65.513 km,automata,30.500 EUR (brut)
"BMW 5 Lim. 535i,Navi,Leder,Sport-Paket,Automatik,TOP",2011,225 kW (306 CP),Benzina, 198.500 km,automata,16.890 EUR (brut)
BMW 520 d touring,2013,135 kW (184 CP),Diesel, 125.000 km,manuala,13.500 EUR (brut)
BMW 520d Lim. Automatik Tempomat NAVI LED,2018,140 kW (190 CP),Diesel, 7.650 km,manuala,33.950 EUR (brut) 28.529 EUR (net)
BMW 535 M-Paket,2006,200 kW (272 CP),Diesel, 230.000 km,automata,7.700 EUR (brut)
BMW 520d NAVI LED HUD HGSD PDC SHZ LERDER AT,2016,140 kW (190 CP),Diesel, 38.149 km,automata,29.950 EUR (brut) 25.168 EUR (net)
BMW 520d,2008,130 kW (177 CP),Diesel, 123.000 km,manuala,7.600 EUR (brut)
BMW 523i AUTOMATIK LEDER Memory Kli NAVI PDC ALU,2010,150 kW (204 CP),Benzina, 76.000 km,automata,18.780 EUR (brut) 15.782 EUR (net)
BMW 520d Aut 135kW Limousine Navigation*PDC *Klima,2011,135 kW (184 CP),Diesel, 252.047 km,automata,10.450 EUR (brut)
BMW 520d TÃœV+AU  GRÃœNE PLAKETTE,2006,120 kW (163 CP),Diesel, 220.831 km,manuala,5.449 EUR (brut)
BMW 520d Limousine *Xenon*PDC*AHK*Tempomat*SHZ*,2006,120 kW (163 CP),Diesel, 99.900 km,manuala,9.390 EUR (brut)
BMW 520 Gran Turismo dA Navi Leder Xenon HUD Kamera,2012,135 kW (184 CP),Diesel, 117.629 km,automata,22.898 EUR (brut)
BMW 530d GT Leder Bi-Xenon Navigation PDC Kamera,2009,180 kW (245 CP),Diesel, 162.900 km,automata,15.930 EUR (brut)
BMW 520d xDrive M Sport *Head Up*LED*19Zoll*,2017,140 kW (190 CP),Diesel, 4.600 km,automata,39.990 EUR (brut) 33.605 EUR (net)
BMW 520d Aut.,2014,135 kW (184 CP),Diesel, 74.000 km,automata,25.400 EUR (brut)
BMW 523i-KLIMAAUTOMATIK-17 ZOLL ALU,2006,130 kW (177 CP),Benzina, 260.000 km,manuala,3.990 EUR (brut)
BMW 520d**NAVI**BI-XENON**KLIMAAUTO**AUTOMATIK**SH**,2010,135 kW (184 CP),Diesel, 126.000 km,automata,17.999 EUR (brut)
BMW 540i xD Sport Line SAG Navi HUD elGSD LED Sitzhz,2018,250 kW (340 CP),Benzina, 24.800 km,automata,52.690 EUR (brut) 44.277 EUR (net)
BMW 525d LEDER NAVI SCHIEBEDACH,2010,150 kW (204 CP),Diesel, 128.500 km,manuala,14.999 EUR (brut) 12.604 EUR (net)
BMW 520d xDrive Aut. Luxury Line Leder Navi XENON,2015,140 kW (190 CP),Diesel, 51.004 km,automata,25.990 EUR (brut) 21.840 EUR (net)
BMW 520d Aut. Navi Professional,2015,140 kW (190 CP),Diesel, 87.105 km,automata,22.999 EUR (brut) 19.327 EUR (net)
BMW 520d Aut.LEDER NAVI XENON PDC Wenig Km,2015,140 kW (190 CP),Diesel, 29.535 km,automata,26.990 EUR (brut) 22.681 EUR (net)
BMW 520 d Limousine*Navi*LED*SP-FW*EU6*,2014,135 kW (184 CP),Diesel, 159.950 km,manuala,15.850 EUR (brut)
BMW 535d xDrive Gran Turismo Head-Up B&O HiFi DAB,2014,230 kW (313 CP),Diesel, 91.880 km,automata,32.390 EUR (brut) 27.218 EUR (net)
BMW 535i Sport-Aut.*3xTV*GSHD*4xKlimaauto,2010,225 kW (306 CP),Benzina, 169.000 km,automata,17.950 EUR (brut) 15.084 EUR (net)
BMW 528i Sport-Aut.*HUD*4xSitzhei*SoftClose*Navi Pro,2010,190 kW (258 CP),Benzina, 114.000 km,automata,20.950 EUR (brut)
BMW 525i M Sportpaket*Spurverlass.*Navi Prof*USB*PDC,2009,160 kW (218 CP),Benzina, 169.000 km,manuala,16.950 EUR (brut)
BMW 550i M5 Umbau Vollaustattung LED Navi,2014,330 kW (449 CP),Benzina, 77.000 km,automata,39.999 EUR (brut)
BMW 520d xDrive M-SPORTPAKET HEAD-UP+NAVI-PROF-XENON,2015,140 kW (190 CP),Diesel, 71.722 km,automata,27.400 EUR (brut) 23.025 EUR (net)
BMW 540d xDr.M Sport ACC KomfSitze Standh.B+W.SoftCl,2018,235 kW (320 CP),Diesel, 13.196 km,automata,64.899 EUR (brut) 54.537 EUR (net)
BMW 535d GT xDrive M-Paket SoftClos*HeadUp*ACC*Panor,2013,230 kW (313 CP),Diesel, 176.000 km,automata,23.980 EUR (brut) 20.151 EUR (net)
BMW 530d M-Sportpaket*HUD*AHK*Komfortsitze*Navi Prof,2011,180 kW (245 CP),Diesel, 188.690 km,automata,17.490 EUR (brut)
BMW 535d Sport-Aut.,2011,230 kW (313 CP),Diesel, 221.000 km,automata,16.999 EUR (brut)
BMW 530d e60 in guten zustand,2008,173 kW (235 CP),Diesel, 245.000 km,automata,7.750 EUR (brut)
"BMW 530xd Aut.,Allrad, HU neu, Scheckheft gepflegt,",2006,170 kW (231 CP),Diesel, 170.000 km,automata,8.050 EUR (brut)
BMW 5Lim.530d xDrive 1.H*HUD*NAVI-P*BI-XENON*SHZ*MFL,2014,190 kW (258 CP),Diesel, 77.125 km,automata,22.999 EUR (brut) 19.327 EUR (net)
BMW 530i Sport-Aut/M-Sportpaket/Motor klappert/Voll,2008,200 kW (272 CP),Benzina, 186.000 km,automata,8.800 EUR (brut)
BMW 530i Aut/M-Sportpaket/1.Hd/HUD/Leder/Navi/Xenon,2005,190 kW (258 CP),Benzina, 123.000 km,automata,14.500 EUR (brut)
BMW 525d*HUD*SHD*Navi Prof*Leder*Xenon*8G Automatik,2010,150 kW (204 CP),Diesel, 161.000 km,automata,14.999 EUR (brut)
BMW 540i*M Sportpaket*HUD*Navi Pro*TV*ATM 96 TKM,2005,225 kW (306 CP),Benzina, 273.000 km,automata,12.999 EUR (brut)
BMW 530 (G30/G31) D XDRIVE 249CV LUXURY,2017,183 kW (249 CP),Diesel, 71.261 km,automata,45.900 EUR (brut)
BMW 530d Autom. * Bi-Xenon - Navi Proff. - Head-Up *,2011,190 kW (258 CP),Diesel, 133.400 km,automata,18.899 EUR (brut)
BMW 520Diesel automatic,2013,120 kW (163 CP),Diesel, 140.000 km,automata,18.000 EUR (brut)
BMW 530d xDrive*NAVI*BI-XENON*KAMERA*DRIVING ASSIST*,2015,190 kW (258 CP),Diesel, 76.000 km,automata,28.900 EUR (brut) 24.286 EUR (net)
BMW 520d*NAVI*BI-XENON*PDC*GLASDACH*,2010,135 kW (184 CP),Diesel, 128.000 km,automata,15.490 EUR (brut)
BMW 520d Lim. EU6d-Temp Aut. M Sportpaket Navi Prof.,2018,140 kW (190 CP),Diesel, 10.927 km,automata,45.895 EUR (brut) 38.567 EUR (net)
BMW 520d Aut. *LED*Driv.Ass.*Head-up*AHK*,2017,140 kW (190 CP),Diesel, 25.500 km,automata,35.500 EUR (brut) 29.832 EUR (net)
BMW 525d Aut.,2005,130 kW (177 CP),Diesel, 271.000 km,automata,3.400 EUR (brut)
BMW 520d Lim. EU6d-Temp Aut. NaviProf. Head-Up AHK,2018,140 kW (190 CP),Diesel, 16.292 km,automata,42.895 EUR (brut) 36.046 EUR (net)
BMW 530 530d Executive,2006,170 kW (231 CP),Diesel, 279.073 km,automata,5.950 EUR (brut)
"BMW 520d A Lim Navi,LM,LM,Leder,Autom,SH,PDC",2016,140 kW (190 CP),Diesel, 94.566 km,automata,25.970 EUR (brut) 21.824 EUR (net)
BMW 520d Limousine Navi Prof_Leder_Xenon_Glasdach,2011,135 kW (184 CP),Diesel, 118.000 km,manuala,14.850 EUR (brut)
BMW 520d Lim.  Automatik*Navi*LED*Tempomat*PDC*Sitzh,2018,140 kW (190 CP),Diesel, 9.129 km,automata,33.650 EUR (brut) 28.277 EUR (net)
BMW 520d Sport-Aut. Navi Pro*Standheizung*,2012,135 kW (184 CP),Diesel, 148.000 km,automata,14.890 EUR (brut)
BMW 530 i / M-Paket ab Werk,2005,190 kW (258 CP),Benzina, 226.000 km,automata,8.750 EUR (brut)
BMW 535d Gran Turismo GT Facelift °UVP 103.819‚¬°B&O°,2013,230 kW (313 CP),Diesel, 29.000 km,automata,38.950 EUR (brut) 32.731 EUR (net)
BMW 535d xDrive Gran Turismo Aut. Luxury Line *1.Hd*,2015,230 kW (313 CP),Diesel, 169.670 km,automata,27.900 EUR (brut) 23.445 EUR (net)
BMW 530 GT Allrad X-Drive *** M-Paket*** Beige Sitze,2012,180 kW (245 CP),Diesel, 138.900 km,automata,22.990 EUR (brut)
BMW 530 Gran Turismo X Drive,2011,183 kW (249 CP),Diesel, 150.000 km,automata,22.000 EUR (brut) 18.487 EUR (net)
BMW 530 GT xDrive Luxury LED/ACC/Pano/AHK/Stndhzg,2014,190 kW (258 CP),Diesel, 79.771 km,automata,32.990 EUR (brut) 27.723 EUR (net)
BMW 525dA xDrive Kamera GSD Distr.Komf.Sitze Euro6,2013,160 kW (218 CP),Diesel, 94.300 km,automata,23.795 EUR (brut) 19.996 EUR (net)
BMW 530dA Luxury Line KAMERA NAVI HUD HGSD MEMORY,2017,195 kW (265 CP),Diesel, 17.700 km,automata,41.900 EUR (brut) 35.210 EUR (net)
BMW 525dA xDrive Head-Up Kamera Komfortsitze Euro6,2013,160 kW (218 CP),Diesel, 63.980 km,automata,24.945 EUR (brut) 20.962 EUR (net)
BMW 520dA.Head-Up Kamera360°Soft-Close Komfortsitze,2014,140 kW (190 CP),Diesel, 56.970 km,automata,24.945 EUR (brut) 20.962 EUR (net)
BMW 520d Lim. G30 Vollleder* Navi Prof.* Standhzg*,2017,140 kW (190 CP),Diesel, 25.488 km,automata,35.690 EUR (brut)
"BMW 535d xDrive Gran Turismo ""HUD""SOFT""PANO""KAMERA""",2011,220 kW (299 CP),Diesel, 184.000 km,automata,18.900 EUR (brut) 15.882 EUR (net)
"BMW 520d,Komfortsitze,Navi Professional",2014,135 kW (184 CP),Diesel, 136.500 km,automata,19.980 EUR (brut) 16.790 EUR (net)
BMW 520d Efficient Dynamics Edition Aut.,2017,140 kW (190 CP),Diesel, 68.000 km,automata,29.500 EUR (brut)
BMW 520d Limousine HiFi Xenon Tempomat AHK BT+USB,2013,135 kW (184 CP),Diesel, 87.800 km,automata,18.990 EUR (brut)
BMW 520d Limousine Head-Up WLAN Navi Prof. Shz PDC,2017,140 kW (190 CP),Diesel, 10.600 km,automata,33.950 EUR (brut) 28.529 EUR (net)
BMW 530 530d,2006,170 kW (231 CP),Diesel, 305.626 km,manuala,4.300 EUR (brut)
BMW 530i Limousine M Sportpaket Gestiksteuerung LED,2017,185 kW (252 CP),Benzina, 53.800 km,automata,40.890 EUR (brut) 34.361 EUR (net)
BMW 520d xDrive Limousine Luxury Line Head-Up HiFi,2015,140 kW (190 CP),Diesel, 78.500 km,automata,26.690 EUR (brut) 22.429 EUR (net)
BMW 520d Gran Turismo M Sportpaket SHZ HiFi Xenon PD,2012,135 kW (184 CP),Diesel, 114.500 km,automata,24.900 EUR (brut) 20.924 EUR (net)
BMW 550i M Sportpaket B&O Massage  HUD Keramik Nacht,2014,330 kW (449 CP),Benzina, 19.500 km,automata,34.900 EUR (brut)
BMW 535d Lim. xDrive NAVI LEDER DISTANZ XEN MEMORY,2016,230 kW (313 CP),Diesel, 99.820 km,automata,26.990 EUR (brut) 23.267 EUR (net)
BMW 520d*Navi Professional*Bi-Xenon*PDC*,2011,135 kW (184 CP),Diesel, 189.900 km,automata,12.998 EUR (brut)
BMW 530d xDrive Limousine Luxury Line Head-Up H/K,2016,190 kW (258 CP),Diesel, 86.176 km,automata,29.904 EUR (brut) 25.129 EUR (net)
BMW 520d Limousine Sport Line LED RFK Navi Bus. Shz,2019,140 kW (190 CP),Diesel,0 km,automata,59.950 EUR (brut) 50.378 EUR (net)
BMW 550i Fond-Entertainment & Night Vision,2011,300 kW (408 CP),Benzina, 126.010 km,automata,23.490 EUR (brut) 19.740 EUR (net)
BMW 525d Limousine Luxury Line Head-Up DAB LED WLAN,2018,170 kW (231 CP),Diesel, 14.500 km,automata,45.890 EUR (brut) 38.563 EUR (net)
"BMW 520d Lim. M Sportpaket Leasing 36/10 444,- brutt",2018,140 kW (190 CP),Diesel, 24.065 km,automata,45.530 EUR (brut) 38.261 EUR (net)
